State,County,Collection Date,Date Detected,HPAI Strain,Bird Species,WOAH Classification,Sampling Method,Submitting Agency
Kentucky,Ballard,2/8/2022,2/17/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,KY DFW/SCWDS
North Carolina,Carteret,2/2/2022,2/17/2022,EA H5,Redhead duck,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
Florida,Brevard,2/14/2022,2/17/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,2/16/2022,2/17/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Kentucky,Henderson,2/8/2022,2/23/2022,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Kentucky,Henderson,2/8/2022,2/23/2022,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Kentucky,Henderson,2/8/2022,2/23/2022,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Kentucky,Henderson,2/8/2022,2/23/2022,EA H5,Gadwall,Wild bird,Hunter harvest,NWDP
Maine,Washington,2/6/2022,2/23/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Maine,Washington,2/6/2022,2/23/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Maine,Washington,2/6/2022,2/23/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Maine,Washington,2/6/2022,2/23/2022,EA H5N1,American black duck,Wild bird,Live bird,NWDP
Maine,Washington,2/6/2022,2/23/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Maine,Washington,2/6/2022,2/23/2022,EA H5N1,American black duck,Wild bird,Live bird,NWDP
Kentucky,Breckinridge,2/7/2022,2/23/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Kentucky,Breckinridge,2/7/2022,2/23/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Kentucky,Breckinridge,2/7/2022,2/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Kentucky,Breckinridge,2/7/2022,2/23/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Connecticut,New Haven,2/16/2022,2/23/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Connecticut,New Haven,2/16/2022,2/23/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Connecticut,New Haven,2/16/2022,2/23/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Connecticut,New Haven,2/16/2022,2/23/2022,EA H5N1,American black duck,Wild bird,Live bird,NWDP
Connecticut,New Haven,2/16/2022,2/23/2022,EA H5N1,American black duck,Wild bird,Live bird,NWDP
Connecticut,New Haven,2/16/2022,2/23/2022,EA H5N1,American black duck,Wild bird,Live bird,NWDP
Connecticut,New Haven,2/16/2022,2/23/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Connecticut,New Haven,2/17/2022,2/23/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Connecticut,New Haven,2/17/2022,2/23/2022,EA H5,American black duck,Wild bird,Live bird,NWDP
Alabama,Limestone,2/5/2022,2/23/2022,EA H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
New Jersey,Cape May,2/7/2022,2/23/2022,EA H5,Mallard,Wild bird,Live bird,NWDP
Tennessee,Obion,2/13/2022,3/1/2022,EA H5,Wood duck,Wild bird,Hunter harvest,NWDP
Tennessee,Obion,2/13/2022,3/1/2022,EA H5N1,Wood duck,Wild bird,Hunter harvest,NWDP
Massachusetts,Barnstable,2/9/2022,3/1/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,2/9/2022,3/1/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,MA DFW/USGS
Delaware,Kent,2/4/2022,2/17/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,USFWS/USGS
New York,Suffolk,2/21/2022,2/26/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,NY DEC
New Hampshire,Strafford,2/22/2022,3/2/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NH FGD/USGS
New Hampshire,Strafford,2/22/2022,3/2/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NH FGD/USGS
New Hampshire,Strafford,2/22/2022,3/2/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NH FGD/USGS
Florida,Brevard,2/13/2022,2/26/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC/USGS
Nebraska,Lancaster,3/4/2022,3/6/2022,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,NE Dept of Ag
New Hampshire,Rockingham,2/16/2022,3/1/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Florida,Brevard,2/21/2022,3/4/2022,EA H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,2/21/2022,3/4/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,2/21/2022,3/4/2022,EA H5,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,2/12/2022,3/4/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,2/18/2022,3/4/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
North Carolina,Wake,2/14/2022,3/4/2022,EA/AM H5N1,Red-shouldered hawk,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
North Carolina,Dare,2/22/2022,3/4/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
Georgia,Glynn,2/24/2022,3/4/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,GA DNR/SCWDS
Georgia,Camden,2/24/2022,3/4/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,GA DNR/SCWDS
Georgia,Camden,2/24/2022,3/4/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,GA DNR/SCWDS
Georgia,Camden,2/24/2022,3/4/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,GA DNR/SCWDS
Georgia,Camden,2/24/2022,3/4/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,GA DNR/SCWDS
Georgia,Camden,2/24/2022,3/4/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,GA DNR/SCWDS
Missouri,Buchanan,2/23/2022,3/8/2022,EA H5,Snow goose,Wild bird,Agency harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5,Ross's goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5N1,Ross's goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5N1,Ross's goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Missouri,Chariton,2/22/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Kansas,Barton,2/28/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Kansas,Barton,2/28/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Kansas,Barton,2/28/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Kansas,Barton,2/28/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Kansas,Barton,2/28/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Indiana,Dubois,2/23/2022,3/8/2022,EA/AM H5N1,Redhead duck,Wild bird,Live bird,NWDP
Kentucky,Ballard,2/18/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Kentucky,Ballard,2/18/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Kentucky,Fulton,2/21/2022,3/8/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Kentucky,Fulton,2/21/2022,3/8/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Tennessee,Dyer,2/12/2022,3/8/2022,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Tennessee,Dyer,2/12/2022,3/8/2022,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Tennessee,Dyer,2/12/2022,3/8/2022,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
Iowa,Polk,3/7/2022,3/10/2022,EA H5N1,Mallard,Wild bird,Morbidity/Mortality,IA DNR
Ohio,Erie,2/25/2022,3/10/2022,EA/AM H5N1,Herring gull,Wild bird,Morbidity/Mortality,OH DNR/USGS
Florida,Brevard,3/7/2022,3/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,3/5/2022,3/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,3/7/2022,3/11/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Nebraska,Cedar,3/7/2022,3/14/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NE Dept of Ag
Nebraska,Douglas,3/7/2022,3/10/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NE Dept of Ag
Florida,Brevard,2/16/2022,2/26/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,USFWS/SCWDS
Missouri,St. Louis,2/28/2022,3/10/2022,EA H5N1,Hooded merganser,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Florida,Brevard,2/16/2022,2/18/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,2/16/2022,2/18/2022,EA/AM H5N1,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,2/16/2022,2/18/2022,EA H5,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,2/16/2022,2/18/2022,EA H5,Lesser scaup,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Missouri,Clay,2/28/2022,3/9/2022,EA H5N1,American white pelican,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Illinois,Will,3/2/2022,3/9/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,IL DNR/USGS
Illinois,Will,3/2/2022,3/9/2022,EA H5,Canada goose,Wild bird,Morbidity/Mortality,IL DNR/USGS
Illinois,Will,3/2/2022,3/9/2022,EA H5,Canada goose,Wild bird,Morbidity/Mortality,IL DNR/USGS
Florida,Brevard,3/2/2022,3/9/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Duval,3/3/2022,3/9/2022,EA H5N1,Brown pelican,Wild bird,Morbidity/Mortality,FL FWCC
Connecticut,New London,2/6/2022,3/9/2022,EA H5N1,American black duck,Wild bird,Live bird,NWDP
Connecticut,New London,2/6/2022,3/9/2022,EA H5N1,American black duck,Wild bird,Live bird,NWDP
Florida,Duval,3/4/2022,3/15/2022,EA H5N1,Brown pelican,Wild bird,Morbidity/Mortality,NWDP
New Hampshire,Rockingham,2/24/2022,3/15/2022,EA H5N1,Snowy owl,Wild bird,Morbidity/Mortality,NWDP
Michigan,Monroe,3/3/2022,3/15/2022,EA H5,Mute swan,Wild bird,Agency harvest,NWDP
Iowa,Adair,3/7/2022,3/15/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Illinois,Champaign,3/2/2022,3/15/2022,EA H5N1,Mallard,Wild bird,Agency harvest,NWDP
Iowa,Monona,3/8/2022,3/15/2022,EA H5N1,Ross's goose,Wild bird,Hunter harvest,NWDP
Massachusetts,Middlesex,3/8/2022,3/15/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Florida,Brevard,3/10/2022,3/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,3/10/2022,3/18/2022,EA H5,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,3/9/2022,3/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Iowa,Plymouth,3/8/2022,3/18/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Iowa,Plymouth,3/8/2022,3/18/2022,EA H5,Snow goose,Wild bird,Hunter harvest,NWDP
Iowa,Plymouth,3/8/2022,3/18/2022,EA H5N1,Ross's goose,Wild bird,Hunter harvest,NWDP
Iowa,Plymouth,3/8/2022,3/18/2022,EA H5N1,Ross's goose,Wild bird,Hunter harvest,NWDP
Missouri,Buchanan,3/2/2022,3/18/2022,EA H5N1,Hooded merganser,Wild bird,Agency harvest,NWDP
Iowa,Monona,3/8/2022,3/18/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Massachusetts,Barnstable,3/1/2022,3/16/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,3/2/2022,3/16/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,3/2/2022,3/16/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,3/2/2022,3/16/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,3/4/2022,3/16/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,3/2/2022,3/16/2022,EA H5,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,3/6/2022,3/16/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,3/2/2022,3/16/2022,EA H5N1,Sanderling,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,3/6/2022,3/16/2022,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,MA DFW/USGS
Massachusetts,Barnstable,3/5/2022,3/16/2022,EA H5,Turkey vulture,Wild bird,Morbidity/Mortality,MA DFW/USGS
Missouri,Holt,3/4/2022,3/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Missouri,Holt,3/4/2022,3/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Missouri,Holt,3/4/2022,3/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Missouri,Chariton,3/8/2022,3/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Missouri,Chariton,3/8/2022,3/16/2022,EA H5,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Missouri,Chariton,3/8/2022,3/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Missouri,Chariton,3/8/2022,3/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation/USGS
Illinois,Fulton,3/6/2022,3/16/2022,EA H5N1,Ross's goose,Wild bird,Morbidity/Mortality,USFWS/USGS
South Dakota,Charles Mix,3/9/2022,3/18/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,USFWS/USGS
South Dakota,Charles Mix,3/9/2022,3/18/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,USFWS/USGS
South Dakota,Charles Mix,3/9/2022,3/18/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,USFWS/USGS
Florida,Volusia,3/14/2022,3/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Volusia,3/14/2022,3/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Volusia,3/14/2022,3/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Volusia,3/14/2022,3/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Volusia,3/14/2022,3/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC
Florida,Brevard,3/12/2022,3/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,3/11/2022,3/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Brevard,2/28/2022,3/18/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,2/28/2022,3/18/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Charlotte,3/1/2022,3/18/2022,EA/AM H5N1,Hooded merganser,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,2/27/2022,3/18/2022,EA/AM H5N1,Great blue heron,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,2/25/2022,3/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,3/1/2022,3/18/2022,EA H5N1,Gull (unidentified),Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,2/24/2022,3/18/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,2/25/2022,3/18/2022,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,2/23/2022,3/18/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,3/7/2022,3/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Brevard,3/7/2022,3/18/2022,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
Florida,Polk,3/7/2022,3/18/2022,EA H5N1,Ring-billed gull,Wild bird,Morbidity/Mortality,FL FWCC/SCWDS
South Carolina,Charleston,3/8/2022,3/18/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS
South Carolina,Charleston,3/8/2022,3/18/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS
North Carolina,Brunswick,2/20/2022,3/18/2022,EA H5N1,Brown pelican,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
North Carolina,Pamlico,3/4/2022,3/18/2022,EA H5,Ruddy duck,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
North Carolina,Beaufort,3/8/2022,3/18/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NC WRC/SCWDS
North Carolina,Davidson,3/8/2022,3/18/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,USFWS/SCWDS
Kansas,Norton,3/6/2022,3/18/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Kansas,Norton,3/6/2022,3/18/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Kansas,Mitchell,3/4/2022,3/18/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Kansas,Mitchell,3/4/2022,3/18/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Kansas,Mitchell,3/6/2022,3/18/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,KS DWP/SCWDS
Tennessee,Dyer,2/12/2022,3/21/2022,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Tennessee,Dyer,2/12/2022,3/21/2022,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Iowa,Harrison,3/15/2022,3/22/2022,EA H5N1,Snow goose,Wild bird,Hunter harvest,NWDP
Iowa,Harrison,3/15/2022,3/22/2022,EA H5N1,Ross's goose,Wild bird,Hunter harvest,NWDP
Iowa,Harrison,3/15/2022,3/22/2022,EA H5N1,Ross's goose,Wild bird,Hunter harvest,NWDP
Illinois,Champaign,3/16/2022,3/22/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Illinois,Sangamon,3/14/2022,3/22/2022,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,NWDP
Iowa,Page,3/14/2022,3/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
Iowa,Page,3/14/2022,3/16/2022,EA H5,Ross's goose,Wild bird,Morbidity/Mortality,IA DNR
Iowa,Page,3/14/2022,3/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
Iowa,Page,3/14/2022,3/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
Iowa,Page,3/14/2022,3/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
Iowa,Page,3/14/2022,3/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
Iowa,Page,3/14/2022,3/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
Iowa,Page,3/14/2022,3/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
Iowa,Page,3/14/2022,3/16/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
North Dakota,Burleigh,3/21/2022,3/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,ND Game and Fish
Colorado,Sedgwick,3/18/2022,3/24/2022,EA H5N1,Ross's goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Sedgwick,3/18/2022,3/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Sedgwick,3/18/2022,3/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Sedgwick,3/18/2022,3/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Sedgwick,3/18/2022,3/24/2022,EA H5N1,Ross's goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Sedgwick,3/18/2022,3/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Iowa,Cerro Gordo,3/16/2022,3/22/2022,EA H5,Red-tailed hawk,Wild bird,Morbidity/Mortality,IA DNR
Iowa,Dickinson,3/22/2022,3/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
Iowa,Dickinson,3/22/2022,3/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
Iowa,Dickinson,3/22/2022,3/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
Iowa,Dickinson,3/22/2022,3/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,IA DNR
New York,Cayuga,3/22/2022,3/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Cayuga,3/22/2022,3/24/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Cayuga,3/22/2022,3/24/2022,EA H5,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
New York,Cayuga,3/22/2022,3/24/2022,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
